,Unnamed: 0,date_of_encashment,political_party,denomination
3543,3543,2019-05-10,BHARTIYA JANTA PARTY,10000000
3544,3544,2019-05-10,BHARTIYA JANTA PARTY,1000000
3545,3545,2019-05-10,BHARTIYA JANTA PARTY,10000000
3546,3546,2019-05-10,BHARTIYA JANTA PARTY,10000000
3547,3547,2019-05-10,BHARTIYA JANTA PARTY,10000000
3548,3548,2019-05-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
3549,3549,2019-05-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
3550,3550,2019-05-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
3551,3551,2019-05-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
3552,3552,2019-05-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
3553,3553,2019-05-10,SHIROMANI AKALI DAL,1000000
3554,3554,2019-05-10,SHIROMANI AKALI DAL,1000000
3555,3555,2019-05-10,SHIROMANI AKALI DAL,1000000
3556,3556,2019-05-10,SHIROMANI AKALI DAL,1000000
3557,3557,2019-05-10,SHIROMANI AKALI DAL,1000000
3558,3558,2019-05-13,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
3559,3559,2019-05-13,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
3560,3560,2019-05-13,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
3561,3561,2019-05-13,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
3562,3562,2019-05-13,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
3563,3563,2019-05-13,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
3564,3564,2019-05-13,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
3565,3565,2019-05-13,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
3566,3566,2019-05-13,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
3567,3567,2019-05-13,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
3568,3568,2019-05-13,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
3569,3569,2019-05-13,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
3570,3570,2019-05-13,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
3571,3571,2019-05-13,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
3572,3572,2019-05-13,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
3573,3573,2019-05-13,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
3574,3574,2019-05-13,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
3575,3575,2019-05-13,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
3576,3576,2019-05-13,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
3577,3577,2019-05-13,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
3578,3578,2019-05-13,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
3579,3579,2019-05-13,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
3580,3580,2019-05-13,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
3581,3581,2019-05-13,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
3582,3582,2019-05-13,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
3583,3583,2019-05-13,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
3584,3584,2019-05-13,SHIVSENA (POLITICAL PARTY),1000000
3585,3585,2019-05-13,SHIVSENA (POLITICAL PARTY),1000000
3586,3586,2019-05-13,SHIVSENA (POLITICAL PARTY),1000000
3587,3587,2019-05-13,SHIVSENA (POLITICAL PARTY),1000000
3588,3588,2019-05-13,SHIVSENA (POLITICAL PARTY),1000000
3589,3589,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,10000000
3590,3590,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,1000000
3591,3591,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,10000000
3592,3592,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,1000000
3593,3593,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,100000
3594,3594,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,1000000
3595,3595,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,100000
3596,3596,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,10000000
3597,3597,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,1000
3598,3598,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,10000000
3599,3599,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,1000000
3600,3600,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,10000
3601,3601,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,1000
3602,3602,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,1000000
3603,3603,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,1000000
3604,3604,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,1000
3605,3605,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,10000000
3606,3606,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,10000000
3607,3607,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,1000000
3608,3608,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,1000000
3609,3609,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,1000000
3610,3610,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,10000000
3611,3611,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,1000000
3612,3612,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,1000000
3613,3613,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,10000000
3614,3614,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,1000000
3615,3615,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,100000
3616,3616,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,1000000
3617,3617,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,10000000
3618,3618,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,1000
3619,3619,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,10000000
3620,3620,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,10000000
3621,3621,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,10000000
3622,3622,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,10000000
3623,3623,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,1000
3624,3624,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,10000
3625,3625,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,1000000
3626,3626,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,10000000
3627,3627,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,10000000
3628,3628,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,10000000
3629,3629,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,10000000
3630,3630,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,1000000
3631,3631,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,100000
3632,3632,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,1000000
3633,3633,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,1000000
3634,3634,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,10000
3635,3635,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,10000
3636,3636,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,100000
3637,3637,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,1000000
3638,3638,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,1000000
3639,3639,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,1000
3640,3640,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,10000000
3641,3641,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,1000000
3642,3642,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,1000000
3643,3643,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,1000000
3644,3644,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,1000000
3645,3645,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,1000000
3646,3646,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,1000000
3647,3647,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,1000000
3648,3648,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,1000000
3649,3649,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,1000000
3650,3650,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,1000000
3651,3651,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,10000000
3652,3652,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,10000000
3653,3653,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,10000000
3654,3654,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,1000000
3655,3655,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,10000000
3656,3656,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,1000000
3657,3657,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,1000000
3658,3658,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,1000000
3659,3659,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,1000000
3660,3660,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,1000000
3661,3661,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,1000000
3662,3662,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,10000000
3663,3663,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,10000000
3664,3664,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,1000000
3665,3665,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,1000000
3666,3666,2019-05-14,ALL INDIA TRINAMOOL CONGRESS,1000000
3667,3667,2019-05-14,BHARTIYA JANTA PARTY,10000000
3668,3668,2019-05-14,BHARTIYA JANTA PARTY,10000000
3669,3669,2019-05-14,BHARTIYA JANTA PARTY,10000000
3670,3670,2019-05-14,BHARTIYA JANTA PARTY,10000000
3671,3671,2019-05-14,BHARTIYA JANTA PARTY,10000000
3672,3672,2019-05-14,BHARTIYA JANTA PARTY,10000000
3673,3673,2019-05-14,BHARTIYA JANTA PARTY,10000000
3674,3674,2019-05-14,BHARTIYA JANTA PARTY,10000000
3675,3675,2019-05-14,BHARTIYA JANTA PARTY,10000000
3676,3676,2019-05-14,BHARTIYA JANTA PARTY,10000000
3677,3677,2019-05-14,BHARTIYA JANTA PARTY,10000000
3678,3678,2019-05-14,BHARTIYA JANTA PARTY,10000000
3679,3679,2019-05-14,BHARTIYA JANTA PARTY,10000000
3680,3680,2019-05-14,BHARTIYA JANTA PARTY,10000000
3681,3681,2019-05-14,BHARTIYA JANTA PARTY,10000000
3682,3682,2019-05-14,BHARTIYA JANTA PARTY,10000000
3683,3683,2019-05-14,BHARTIYA JANTA PARTY,10000000
3684,3684,2019-05-14,BHARTIYA JANTA PARTY,10000000
3685,3685,2019-05-14,BHARTIYA JANTA PARTY,10000000
3686,3686,2019-05-14,BHARTIYA JANTA PARTY,10000000
3687,3687,2019-05-14,BHARTIYA JANTA PARTY,10000000
3688,3688,2019-05-14,BHARTIYA JANTA PARTY,10000000
3689,3689,2019-05-14,BHARTIYA JANTA PARTY,100000
3690,3690,2019-05-14,BHARTIYA JANTA PARTY,10000000
3691,3691,2019-05-14,BHARTIYA JANTA PARTY,100000
3692,3692,2019-05-14,BHARTIYA JANTA PARTY,10000000
3693,3693,2019-05-14,BHARTIYA JANTA PARTY,10000000
3694,3694,2019-05-14,BHARTIYA JANTA PARTY,10000000
3695,3695,2019-05-14,BHARTIYA JANTA PARTY,10000000
3696,3696,2019-05-14,BHARTIYA JANTA PARTY,10000000
3697,3697,2019-05-14,BHARTIYA JANTA PARTY,10000000
3698,3698,2019-05-14,BHARTIYA JANTA PARTY,10000000
3699,3699,2019-05-14,BHARTIYA JANTA PARTY,10000000
3700,3700,2019-05-14,BHARTIYA JANTA PARTY,10000000
3701,3701,2019-05-14,BHARTIYA JANTA PARTY,10000000
3702,3702,2019-05-14,BHARTIYA JANTA PARTY,10000000
3703,3703,2019-05-14,BHARTIYA JANTA PARTY,10000000
3704,3704,2019-05-14,BHARTIYA JANTA PARTY,10000000
3705,3705,2019-05-14,BHARTIYA JANTA PARTY,10000000
3706,3706,2019-05-14,BHARTIYA JANTA PARTY,1000000
3707,3707,2019-05-14,BHARTIYA JANTA PARTY,10000000
3708,3708,2019-05-14,BHARTIYA JANTA PARTY,10000000
3709,3709,2019-05-14,BHARTIYA JANTA PARTY,10000000
3710,3710,2019-05-14,BHARTIYA JANTA PARTY,10000000
3711,3711,2019-05-14,BHARTIYA JANTA PARTY,10000000
3712,3712,2019-05-14,BHARTIYA JANTA PARTY,10000000
3713,3713,2019-05-14,BHARTIYA JANTA PARTY,10000000
3714,3714,2019-05-14,BHARTIYA JANTA PARTY,10000000
3715,3715,2019-05-14,BHARTIYA JANTA PARTY,10000000
3716,3716,2019-05-14,BHARTIYA JANTA PARTY,10000000
3717,3717,2019-05-14,BHARTIYA JANTA PARTY,10000000
3718,3718,2019-05-14,BHARTIYA JANTA PARTY,10000000
3719,3719,2019-05-14,BHARTIYA JANTA PARTY,10000000
3720,3720,2019-05-14,BHARTIYA JANTA PARTY,10000000
3721,3721,2019-05-14,BHARTIYA JANTA PARTY,10000000
3722,3722,2019-05-14,BHARTIYA JANTA PARTY,10000000
3723,3723,2019-05-14,BHARTIYA JANTA PARTY,10000000
3724,3724,2019-05-14,BHARTIYA JANTA PARTY,10000000
3725,3725,2019-05-14,BHARTIYA JANTA PARTY,10000000
3726,3726,2019-05-14,BHARTIYA JANTA PARTY,10000000
3727,3727,2019-05-14,BHARTIYA JANTA PARTY,10000000
3728,3728,2019-05-14,BHARTIYA JANTA PARTY,10000000
3729,3729,2019-05-14,BHARTIYA JANTA PARTY,10000000
3730,3730,2019-05-14,BHARTIYA JANTA PARTY,10000000
3731,3731,2019-05-14,BHARTIYA JANTA PARTY,10000000
3732,3732,2019-05-14,BHARTIYA JANTA PARTY,10000000
3733,3733,2019-05-14,BHARTIYA JANTA PARTY,10000000
3734,3734,2019-05-14,BHARTIYA JANTA PARTY,10000000
3735,3735,2019-05-14,BHARTIYA JANTA PARTY,10000000
3736,3736,2019-05-14,BHARTIYA JANTA PARTY,10000000
3737,3737,2019-05-14,BHARTIYA JANTA PARTY,10000000
3738,3738,2019-05-14,BHARTIYA JANTA PARTY,10000000
3739,3739,2019-05-14,BHARTIYA JANTA PARTY,10000000
3740,3740,2019-05-14,BHARTIYA JANTA PARTY,10000000
3741,3741,2019-05-14,BHARTIYA JANTA PARTY,10000000
3742,3742,2019-05-14,BHARTIYA JANTA PARTY,10000000
3743,3743,2019-05-14,BHARTIYA JANTA PARTY,10000000
3744,3744,2019-05-14,BHARTIYA JANTA PARTY,10000000
3745,3745,2019-05-14,BHARTIYA JANTA PARTY,10000000
3746,3746,2019-05-14,BHARTIYA JANTA PARTY,10000000
3747,3747,2019-05-14,BHARTIYA JANTA PARTY,10000000
3748,3748,2019-05-14,BHARTIYA JANTA PARTY,100000
3749,3749,2019-05-14,BHARTIYA JANTA PARTY,10000000
3750,3750,2019-05-14,BHARTIYA JANTA PARTY,10000000
3751,3751,2019-05-14,BHARTIYA JANTA PARTY,10000000
3752,3752,2019-05-14,BHARTIYA JANTA PARTY,10000000
3753,3753,2019-05-14,BHARTIYA JANTA PARTY,10000000
3754,3754,2019-05-14,BHARTIYA JANTA PARTY,10000000
3755,3755,2019-05-14,BHARTIYA JANTA PARTY,10000000
3756,3756,2019-05-14,BHARTIYA JANTA PARTY,10000000
3757,3757,2019-05-14,BHARTIYA JANTA PARTY,10000000
3758,3758,2019-05-14,BHARTIYA JANTA PARTY,10000000
3759,3759,2019-05-14,BHARTIYA JANTA PARTY,10000000
3760,3760,2019-05-14,BHARTIYA JANTA PARTY,10000000
3761,3761,2019-05-14,BHARTIYA JANTA PARTY,10000000
3762,3762,2019-05-14,BHARTIYA JANTA PARTY,10000000
3763,3763,2019-05-14,BHARTIYA JANTA PARTY,100000
3764,3764,2019-05-14,BHARTIYA JANTA PARTY,1000000
3765,3765,2019-05-14,BHARTIYA JANTA PARTY,100000
3766,3766,2019-05-14,BHARTIYA JANTA PARTY,10000000
3767,3767,2019-05-14,BHARTIYA JANTA PARTY,10000000
3768,3768,2019-05-14,BHARTIYA JANTA PARTY,10000000
3769,3769,2019-05-14,BHARTIYA JANTA PARTY,1000000
3770,3770,2019-05-14,BHARTIYA JANTA PARTY,10000000
3771,3771,2019-05-14,BHARTIYA JANTA PARTY,10000000
3772,3772,2019-05-14,BHARTIYA JANTA PARTY,10000000
3773,3773,2019-05-14,BHARTIYA JANTA PARTY,10000000
3774,3774,2019-05-14,BHARTIYA JANTA PARTY,10000000
3775,3775,2019-05-14,BHARTIYA JANTA PARTY,10000000
3776,3776,2019-05-14,BHARTIYA JANTA PARTY,10000000
3777,3777,2019-05-14,BHARTIYA JANTA PARTY,10000000
3778,3778,2019-05-14,BHARTIYA JANTA PARTY,10000000
3779,3779,2019-05-14,BHARTIYA JANTA PARTY,10000000
3780,3780,2019-05-14,BHARTIYA JANTA PARTY,10000000
3781,3781,2019-05-14,BHARTIYA JANTA PARTY,10000000
3782,3782,2019-05-14,BHARTIYA JANTA PARTY,10000000
3783,3783,2019-05-14,BHARTIYA JANTA PARTY,10000000
3784,3784,2019-05-14,BHARTIYA JANTA PARTY,10000000
3785,3785,2019-05-14,BHARTIYA JANTA PARTY,10000000
3786,3786,2019-05-14,BHARTIYA JANTA PARTY,10000000
3787,3787,2019-05-14,BHARTIYA JANTA PARTY,10000000
3788,3788,2019-05-14,BHARTIYA JANTA PARTY,10000000
3789,3789,2019-05-14,BHARTIYA JANTA PARTY,10000000
3790,3790,2019-05-14,BHARTIYA JANTA PARTY,10000000
3791,3791,2019-05-14,BHARTIYA JANTA PARTY,10000000
3792,3792,2019-05-14,BHARTIYA JANTA PARTY,10000000
3793,3793,2019-05-14,BHARTIYA JANTA PARTY,10000000
3794,3794,2019-05-14,BHARTIYA JANTA PARTY,10000000
3795,3795,2019-05-14,BHARTIYA JANTA PARTY,10000000
3796,3796,2019-05-14,BHARTIYA JANTA PARTY,1000000
3797,3797,2019-05-14,BHARTIYA JANTA PARTY,1000000
3798,3798,2019-05-14,BHARTIYA JANTA PARTY,10000000
3799,3799,2019-05-14,BHARTIYA JANTA PARTY,10000000
3800,3800,2019-05-14,BHARTIYA JANTA PARTY,10000000
3801,3801,2019-05-14,BHARTIYA JANTA PARTY,10000000
3802,3802,2019-05-14,BHARTIYA JANTA PARTY,10000000
3803,3803,2019-05-14,BHARTIYA JANTA PARTY,10000000
3804,3804,2019-05-14,BHARTIYA JANTA PARTY,10000000
3805,3805,2019-05-14,BHARTIYA JANTA PARTY,10000000
3806,3806,2019-05-14,BHARTIYA JANTA PARTY,10000000
3807,3807,2019-05-14,BHARTIYA JANTA PARTY,10000000
3808,3808,2019-05-14,BHARTIYA JANTA PARTY,10000000
3809,3809,2019-05-14,BHARTIYA JANTA PARTY,10000000
3810,3810,2019-05-14,BHARTIYA JANTA PARTY,10000000
3811,3811,2019-05-14,BHARTIYA JANTA PARTY,10000000
3812,3812,2019-05-14,BHARTIYA JANTA PARTY,10000000
3813,3813,2019-05-14,BHARTIYA JANTA PARTY,10000000
3814,3814,2019-05-14,BHARTIYA JANTA PARTY,10000000
3815,3815,2019-05-14,BHARTIYA JANTA PARTY,10000000
3816,3816,2019-05-14,BHARTIYA JANTA PARTY,10000000
3817,3817,2019-05-14,BHARTIYA JANTA PARTY,10000000
3818,3818,2019-05-14,BHARTIYA JANTA PARTY,10000000
3819,3819,2019-05-14,BHARTIYA JANTA PARTY,10000000
3820,3820,2019-05-14,BHARTIYA JANTA PARTY,10000000
3821,3821,2019-05-14,BHARTIYA JANTA PARTY,10000000
3822,3822,2019-05-14,BHARTIYA JANTA PARTY,10000000
3823,3823,2019-05-14,BHARTIYA JANTA PARTY,10000000
3824,3824,2019-05-14,BHARTIYA JANTA PARTY,10000000
3825,3825,2019-05-14,BHARTIYA JANTA PARTY,10000000
3826,3826,2019-05-14,BHARTIYA JANTA PARTY,1000000
3827,3827,2019-05-14,BHARTIYA JANTA PARTY,10000000
3828,3828,2019-05-14,BHARTIYA JANTA PARTY,10000000
3829,3829,2019-05-14,BHARTIYA JANTA PARTY,10000000
3830,3830,2019-05-14,BHARTIYA JANTA PARTY,10000000
3831,3831,2019-05-14,BHARTIYA JANTA PARTY,10000000
3832,3832,2019-05-14,BHARTIYA JANTA PARTY,10000000
3833,3833,2019-05-14,BHARTIYA JANTA PARTY,10000000
3834,3834,2019-05-14,BHARTIYA JANTA PARTY,10000000
3835,3835,2019-05-14,BHARTIYA JANTA PARTY,10000000
3836,3836,2019-05-14,BHARTIYA JANTA PARTY,10000000
3837,3837,2019-05-14,BHARTIYA JANTA PARTY,10000000
3838,3838,2019-05-14,BHARTIYA JANTA PARTY,10000000
3839,3839,2019-05-14,BHARTIYA JANTA PARTY,10000000
3840,3840,2019-05-14,BHARTIYA JANTA PARTY,1000000
3841,3841,2019-05-14,BHARTIYA JANTA PARTY,10000000
3842,3842,2019-05-14,BHARTIYA JANTA PARTY,10000000
3843,3843,2019-05-14,BHARTIYA JANTA PARTY,10000000
3844,3844,2019-05-14,BHARTIYA JANTA PARTY,10000000
3845,3845,2019-05-14,BHARTIYA JANTA PARTY,10000000
3846,3846,2019-05-14,BHARTIYA JANTA PARTY,10000000
3847,3847,2019-05-14,BHARTIYA JANTA PARTY,10000000
3848,3848,2019-05-14,BHARTIYA JANTA PARTY,10000000
3849,3849,2019-05-14,BHARTIYA JANTA PARTY,10000000
3850,3850,2019-05-14,BHARTIYA JANTA PARTY,10000000
3851,3851,2019-05-14,BHARTIYA JANTA PARTY,10000000
3852,3852,2019-05-14,BHARTIYA JANTA PARTY,10000000
3853,3853,2019-05-14,BHARTIYA JANTA PARTY,10000000
3854,3854,2019-05-14,BHARTIYA JANTA PARTY,10000000
3855,3855,2019-05-14,BHARTIYA JANTA PARTY,10000000
3856,3856,2019-05-14,BHARTIYA JANTA PARTY,10000000
3857,3857,2019-05-14,BHARTIYA JANTA PARTY,10000000
3858,3858,2019-05-14,BHARTIYA JANTA PARTY,10000000
3859,3859,2019-05-14,BHARTIYA JANTA PARTY,10000000
3860,3860,2019-05-14,BHARTIYA JANTA PARTY,10000000
3861,3861,2019-05-14,BHARTIYA JANTA PARTY,10000000
3862,3862,2019-05-14,BHARTIYA JANTA PARTY,10000000
3863,3863,2019-05-14,BHARTIYA JANTA PARTY,10000000
3864,3864,2019-05-14,BHARTIYA JANTA PARTY,10000000
3865,3865,2019-05-14,BHARTIYA JANTA PARTY,10000000
3866,3866,2019-05-14,BHARTIYA JANTA PARTY,10000000
3867,3867,2019-05-14,BHARTIYA JANTA PARTY,10000000
3868,3868,2019-05-14,BHARTIYA JANTA PARTY,10000000
3869,3869,2019-05-14,BHARTIYA JANTA PARTY,10000000
3870,3870,2019-05-14,BHARTIYA JANTA PARTY,10000000
3871,3871,2019-05-14,BHARTIYA JANTA PARTY,10000000
3872,3872,2019-05-14,BHARTIYA JANTA PARTY,1000000
3873,3873,2019-05-14,BHARTIYA JANTA PARTY,10000000
3874,3874,2019-05-14,BHARTIYA JANTA PARTY,10000000
3875,3875,2019-05-14,BHARTIYA JANTA PARTY,10000000
3876,3876,2019-05-14,BHARTIYA JANTA PARTY,10000000
3877,3877,2019-05-14,BHARTIYA JANTA PARTY,10000000
3878,3878,2019-05-14,BHARTIYA JANTA PARTY,10000000
3879,3879,2019-05-14,BHARTIYA JANTA PARTY,10000000
3880,3880,2019-05-14,BHARTIYA JANTA PARTY,10000000
3881,3881,2019-05-14,BHARTIYA JANTA PARTY,10000000
3882,3882,2019-05-14,BHARTIYA JANTA PARTY,10000000
3883,3883,2019-05-14,BHARTIYA JANTA PARTY,10000000
3884,3884,2019-05-14,BHARTIYA JANTA PARTY,10000000
3885,3885,2019-05-14,BHARTIYA JANTA PARTY,10000000
3886,3886,2019-05-14,BHARTIYA JANTA PARTY,10000000
3887,3887,2019-05-14,BHARTIYA JANTA PARTY,10000000
3888,3888,2019-05-14,BHARTIYA JANTA PARTY,10000000
3889,3889,2019-05-14,BHARTIYA JANTA PARTY,10000000
3890,3890,2019-05-14,BHARTIYA JANTA PARTY,10000000
3891,3891,2019-05-14,BHARTIYA JANTA PARTY,10000000
3892,3892,2019-05-14,BHARTIYA JANTA PARTY,1000000
3893,3893,2019-05-14,BHARTIYA JANTA PARTY,10000000
3894,3894,2019-05-14,BHARTIYA JANTA PARTY,10000000
3895,3895,2019-05-14,BHARTIYA JANTA PARTY,10000000
3896,3896,2019-05-14,BHARTIYA JANTA PARTY,10000000
3897,3897,2019-05-14,BHARTIYA JANTA PARTY,10000000
3898,3898,2019-05-14,BHARTIYA JANTA PARTY,10000000
3899,3899,2019-05-14,BHARTIYA JANTA PARTY,10000000
3900,3900,2019-05-14,BHARTIYA JANTA PARTY,10000000
3901,3901,2019-05-14,BHARTIYA JANTA PARTY,10000000
3902,3902,2019-05-14,BHARTIYA JANTA PARTY,10000000
3903,3903,2019-05-14,BHARTIYA JANTA PARTY,10000000
3904,3904,2019-05-14,BHARTIYA JANTA PARTY,10000000
3905,3905,2019-05-14,BHARTIYA JANTA PARTY,10000000
3906,3906,2019-05-14,BHARTIYA JANTA PARTY,10000000
3907,3907,2019-05-14,BHARTIYA JANTA PARTY,10000000
3908,3908,2019-05-14,BHARTIYA JANTA PARTY,10000000
3909,3909,2019-05-14,BHARTIYA JANTA PARTY,10000000
3910,3910,2019-05-14,BHARTIYA JANTA PARTY,10000000
3911,3911,2019-05-14,BHARTIYA JANTA PARTY,10000000
3912,3912,2019-05-14,BHARTIYA JANTA PARTY,10000000
3913,3913,2019-05-14,BHARTIYA JANTA PARTY,10000000
3914,3914,2019-05-14,BHARTIYA JANTA PARTY,1000000
3915,3915,2019-05-14,BHARTIYA JANTA PARTY,1000000
3916,3916,2019-05-14,BHARTIYA JANTA PARTY,1000000
3917,3917,2019-05-14,BHARTIYA JANTA PARTY,10000000
3918,3918,2019-05-14,BHARTIYA JANTA PARTY,10000000
3919,3919,2019-05-14,BHARTIYA JANTA PARTY,10000000
3920,3920,2019-05-14,BHARTIYA JANTA PARTY,10000000
3921,3921,2019-05-14,BHARTIYA JANTA PARTY,10000000
3922,3922,2019-05-14,BHARTIYA JANTA PARTY,10000000
3923,3923,2019-05-14,BHARTIYA JANTA PARTY,10000000
3924,3924,2019-05-15,AAM AADMI PARTY,10000000
3925,3925,2019-05-15,BHARAT RASHTRA SAMITHI,1000
3926,3926,2019-05-15,BHARAT RASHTRA SAMITHI,10000000
3927,3927,2019-05-15,BHARAT RASHTRA SAMITHI,1000000
3928,3928,2019-05-15,BHARAT RASHTRA SAMITHI,1000
3929,3929,2019-05-15,BHARAT RASHTRA SAMITHI,1000
3930,3930,2019-05-15,BHARAT RASHTRA SAMITHI,1000000
3931,3931,2019-05-15,BHARAT RASHTRA SAMITHI,1000000
3932,3932,2019-05-15,BHARAT RASHTRA SAMITHI,10000
3933,3933,2019-05-15,BHARAT RASHTRA SAMITHI,1000
3934,3934,2019-05-15,BHARAT RASHTRA SAMITHI,1000000
3935,3935,2019-05-15,BHARAT RASHTRA SAMITHI,1000
3936,3936,2019-05-15,BHARAT RASHTRA SAMITHI,1000
3937,3937,2019-05-15,BHARAT RASHTRA SAMITHI,1000
