sl_no,date_of_encashment,party_name,party_acc_no,prefix,bond_no,denom,pay_branch_code,pay_teller
3837,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7600,"1,00,00,000",691,3300196
3838,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7630,"1,00,00,000",691,3300196
3839,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7632,"1,00,00,000",691,3300196
3840,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7614,"1,00,00,000",691,3300196
3841,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7624,"1,00,00,000",691,3300196
3842,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7610,"1,00,00,000",691,3300196
3843,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7636,"1,00,00,000",691,3300196
3844,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7637,"1,00,00,000",691,3300196
3845,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7633,"1,00,00,000",691,3300196
3846,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7635,"1,00,00,000",691,3300196
3847,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7647,"1,00,00,000",691,3300196
3848,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7645,"1,00,00,000",691,3300196
3849,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7639,"1,00,00,000",691,3300196
3850,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7643,"1,00,00,000",691,3300196
3851,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7641,"1,00,00,000",691,3300196
3852,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7649,"1,00,00,000",691,3300196
3853,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7631,"1,00,00,000",691,3300196
3854,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7625,"1,00,00,000",691,3300196
3855,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7623,"1,00,00,000",691,3300196
3856,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7617,"1,00,00,000",691,3300196
3857,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7619,"1,00,00,000",691,3300196
3858,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7613,"1,00,00,000",691,3300196
3859,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7621,"1,00,00,000",691,3300196
3860,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7615,"1,00,00,000",691,3300196
3861,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7611,"1,00,00,000",691,3300196
3862,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7629,"1,00,00,000",691,3300196
3863,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,7627,"1,00,00,000",691,3300196
3864,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,6531,"1,00,00,000",691,3300196
3865,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,6534,"1,00,00,000",691,3300196
3866,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,6528,"1,00,00,000",691,3300196
3867,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,6529,"1,00,00,000",691,3300196
3868,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,6504,"1,00,00,000",691,3300196
3869,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,6505,"1,00,00,000",691,3300196
3870,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,6533,"1,00,00,000",691,3300196
3871,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,6538,"1,00,00,000",691,3300196
3872,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,6503,"1,00,00,000",691,3300196
3873,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,6526,"1,00,00,000",691,3300196
3874,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,6537,"1,00,00,000",691,3300196
3875,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,6540,"1,00,00,000",691,3300196
3876,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,6532,"1,00,00,000",691,3300196
3877,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,6501,"1,00,00,000",691,3300196
3878,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,6536,"1,00,00,000",691,3300196
3879,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,6527,"1,00,00,000",691,3300196
3880,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,6535,"1,00,00,000",691,3300196
3881,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,6539,"1,00,00,000",691,3300196
3882,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,6530,"1,00,00,000",691,3300196
3883,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,6502,"1,00,00,000",691,3300196
3884,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,6543,"1,00,00,000",691,3300196
3885,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,6546,"1,00,00,000",691,3300196
3886,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,6544,"1,00,00,000",691,3300196
3887,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,6542,"1,00,00,000",691,3300196
3888,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,6547,"1,00,00,000",691,3300196
3889,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,6541,"1,00,00,000",691,3300196
3890,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,6545,"1,00,00,000",691,3300196
3891,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,6550,"1,00,00,000",691,3300196
3892,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,6548,"1,00,00,000",691,3300196
3893,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,6561,"1,00,00,000",691,3300196
3894,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,6549,"1,00,00,000",691,3300196
3895,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,6565,"1,00,00,000",691,3300196
3896,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,6571,"1,00,00,000",691,3300196
3897,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,6563,"1,00,00,000",691,3300196
3898,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,6567,"1,00,00,000",691,3300196
3899,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,6551,"1,00,00,000",691,3300196
3900,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,6553,"1,00,00,000",691,3300196
3901,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,6552,"1,00,00,000",691,3300196
3902,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,6554,"1,00,00,000",691,3300196
3903,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,3881,"1,00,00,000",691,3300196
3904,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,3877,"1,00,00,000",691,3300196
3905,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,3883,"1,00,00,000",691,3300196
3906,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,3885,"1,00,00,000",691,3300196
3907,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OC,3879,"1,00,00,000",691,3300196
3908,2019-05-14,BHARATIYA JANATA PARTY,*******8244,TL,12727,"10,00,000",691,3300196
3909,2019-05-14,BHARATIYA JANATA PARTY,*******8244,TL,12729,"10,00,000",691,3300196
3910,2019-05-14,BHARATIYA JANATA PARTY,*******8244,TL,12731,"10,00,000",691,3300196
3911,2019-05-14,BHARATIYA JANATA PARTY,*******8244,TL,12732,"10,00,000",691,3300196
3912,2019-05-14,BHARATIYA JANATA PARTY,*******8244,TL,12734,"10,00,000",691,3300196
3913,2019-05-14,BHARATIYA JANATA PARTY,*******8244,TL,1064,"10,00,000",691,3300196
3914,2019-05-14,BHARATIYA JANATA PARTY,*******8244,TL,1070,"10,00,000",691,3300196
3915,2019-05-14,BHARATIYA JANATA PARTY,*******8244,TL,1065,"10,00,000",691,3300196
3916,2019-05-14,BHARATIYA JANATA PARTY,*******8244,TL,1068,"10,00,000",691,3300196
3917,2019-05-14,BHARATIYA JANATA PARTY,*******8244,TL,1072,"10,00,000",691,3300196
3918,2019-05-14,BHARATIYA JANATA PARTY,*******8244,TL,12739,"10,00,000",691,3300196
3919,2019-05-14,BHARATIYA JANATA PARTY,*******8244,TL,12737,"10,00,000",691,3300196
3920,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OL,3200,"1,00,000",691,3300196
3921,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OL,3218,"1,00,000",691,3300196
3922,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OL,3216,"1,00,000",691,3300196
3923,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OL,3219,"1,00,000",691,3300196
3924,2019-05-14,BHARATIYA JANATA PARTY,*******8244,OL,3217,"1,00,000",691,3300196
3925,2019-05-15,AAM AADMI PARTY,*******5086,OC,2871,"1,00,00,000",691,3300196
3926,2019-05-15,BHARAT RASHTRA SAMITHI,*******7477,OC,4686,"1,00,00,000",847,3367975
3927,2019-05-15,BHARAT RASHTRA SAMITHI,*******7477,TL,12581,"10,00,000",847,3367975
3928,2019-05-15,BHARAT RASHTRA SAMITHI,*******7477,TL,12585,"10,00,000",847,3367975
3929,2019-05-15,BHARAT RASHTRA SAMITHI,*******7477,TL,12582,"10,00,000",847,3367975
3930,2019-05-15,BHARAT RASHTRA SAMITHI,*******7477,TL,12583,"10,00,000",847,3367975
3931,2019-05-15,BHARAT RASHTRA SAMITHI,*******7477,TL,12586,"10,00,000",847,3367975
3932,2019-05-15,BHARAT RASHTRA SAMITHI,*******7477,TL,12584,"10,00,000",847,3367975
3933,2019-05-15,BHARAT RASHTRA SAMITHI,*******7477,TT,9602,"10,000",847,3367975
3934,2019-05-15,BHARAT RASHTRA SAMITHI,*******7477,TT,9601,"10,000",847,3367975
3935,2019-05-15,BHARAT RASHTRA SAMITHI,*******7477,OT,5008,"1,000",847,3367975
3936,2019-05-15,BHARAT RASHTRA SAMITHI,*******7477,OT,5009,"1,000",847,3367975
3937,2019-05-15,BHARAT RASHTRA SAMITHI,*******7477,OT,5011,"1,000",847,3367975
3938,2019-05-15,BHARAT RASHTRA SAMITHI,*******7477,OT,5010,"1,000",847,3367975
3939,2019-05-15,BHARAT RASHTRA SAMITHI,*******7477,OT,5006,"1,000",847,3367975
3940,2019-05-15,BHARAT RASHTRA SAMITHI,*******7477,OT,5005,"1,000",847,3367975
3941,2019-05-15,BHARAT RASHTRA SAMITHI,*******7477,OT,5007,"1,000",847,3367975
3942,2019-05-15,BHARAT RASHTRA SAMITHI,*******7477,OT,5013,"1,000",847,3367975
3943,2019-05-15,BHARAT RASHTRA SAMITHI,*******7477,OT,5012,"1,000",847,3367975
3944,2019-05-15,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,7447,"1,00,00,000",691,3300196
3945,2019-05-15,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,7450,"1,00,00,000",691,3300196
3946,2019-05-15,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,7449,"1,00,00,000",691,3300196
3947,2019-05-15,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,7436,"1,00,00,000",691,3300196
3948,2019-05-15,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,7448,"1,00,00,000",691,3300196
3949,2019-05-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,7802,"1,00,00,000",691,3300196
3950,2019-05-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,7801,"1,00,00,000",691,3300196
3951,2019-05-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,7805,"1,00,00,000",691,3300196
3952,2019-05-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,7804,"1,00,00,000",691,3300196
3953,2019-05-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,7803,"1,00,00,000",691,3300196
3954,2019-05-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,3876,"1,00,00,000",691,3300196
3955,2019-05-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,2875,"1,00,00,000",691,3300196
3956,2019-05-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,7644,"1,00,00,000",691,3300196
3957,2019-05-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,7646,"1,00,00,000",691,3300196
3958,2019-05-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,13054,"10,00,000",691,3300196
3959,2019-05-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,13063,"10,00,000",691,3300196
3960,2019-05-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,13052,"10,00,000",691,3300196
3961,2019-05-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,13061,"10,00,000",691,3300196
3962,2019-05-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,13065,"10,00,000",691,3300196
3963,2019-05-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,13060,"10,00,000",691,3300196
3964,2019-05-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,13058,"10,00,000",691,3300196
3965,2019-05-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,13062,"10,00,000",691,3300196
3966,2019-05-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,13056,"10,00,000",691,3300196
3967,2019-05-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,13064,"10,00,000",691,3300196
3968,2019-05-17,BHARAT RASHTRA SAMITHI,*******7477,OC,6754,"1,00,00,000",847,3367975
3969,2019-05-17,BHARAT RASHTRA SAMITHI,*******7477,OC,6763,"1,00,00,000",847,3367975
3970,2019-05-17,BHARAT RASHTRA SAMITHI,*******7477,OC,6756,"1,00,00,000",847,3367975
3971,2019-05-17,BHARAT RASHTRA SAMITHI,*******7477,OC,6761,"1,00,00,000",847,3367975
3972,2019-05-20,BHARATIYA JANATA PARTY,*******8244,OC,6463,"1,00,00,000",691,3627829
3973,2019-05-20,BHARATIYA JANATA PARTY,*******8244,OC,6465,"1,00,00,000",691,3627829
3974,2019-05-20,BHARATIYA JANATA PARTY,*******8244,OC,2735,"1,00,00,000",691,4567455
3975,2019-05-20,BHARATIYA JANATA PARTY,*******8244,OC,4703,"1,00,00,000",691,4567455
3976,2019-05-20,BHARATIYA JANATA PARTY,*******8244,OC,2737,"1,00,00,000",691,4567455
3977,2019-05-20,BHARATIYA JANATA PARTY,*******8244,OC,2745,"1,00,00,000",691,4567455
3978,2019-05-20,BHARATIYA JANATA PARTY,*******8244,OC,2749,"1,00,00,000",691,4567455
3979,2019-05-20,BHARATIYA JANATA PARTY,*******8244,OC,2739,"1,00,00,000",691,4567455
3980,2019-05-20,BHARATIYA JANATA PARTY,*******8244,OC,2741,"1,00,00,000",691,4567455
3981,2019-05-20,BHARATIYA JANATA PARTY,*******8244,OC,2747,"1,00,00,000",691,4567455
3982,2019-05-20,BHARATIYA JANATA PARTY,*******8244,OC,2743,"1,00,00,000",691,4567455
3983,2019-05-20,BHARATIYA JANATA PARTY,*******8244,OC,4701,"1,00,00,000",691,4567455
3984,2019-05-20,BHARATIYA JANATA PARTY,*******8244,OC,2738,"1,00,00,000",691,4567455
3985,2019-05-20,BHARATIYA JANATA PARTY,*******8244,OC,2736,"1,00,00,000",691,4567455
3986,2019-05-20,BHARATIYA JANATA PARTY,*******8244,OC,2744,"1,00,00,000",691,4567455
3987,2019-05-20,BHARATIYA JANATA PARTY,*******8244,OC,2742,"1,00,00,000",691,4567455
3988,2019-05-20,BHARATIYA JANATA PARTY,*******8244,OC,2740,"1,00,00,000",691,4567455
3989,2019-05-20,BHARATIYA JANATA PARTY,*******8244,OC,4710,"1,00,00,000",691,4567455
3990,2019-05-20,BHARATIYA JANATA PARTY,*******8244,OC,4714,"1,00,00,000",691,4567455
3991,2019-05-20,BHARATIYA JANATA PARTY,*******8244,OC,2746,"1,00,00,000",691,4567455
3992,2019-05-20,BHARATIYA JANATA PARTY,*******8244,OC,2748,"1,00,00,000",691,4567455
3993,2019-05-20,BHARATIYA JANATA PARTY,*******8244,OC,4704,"1,00,00,000",691,4567455
3994,2019-05-20,BHARATIYA JANATA PARTY,*******8244,OC,4712,"1,00,00,000",691,4567455
3995,2019-05-20,BHARATIYA JANATA PARTY,*******8244,OC,2750,"1,00,00,000",691,4567455
3996,2019-05-20,BHARATIYA JANATA PARTY,*******8244,OC,4706,"1,00,00,000",691,4567455
3997,2019-05-20,BHARATIYA JANATA PARTY,*******8244,OC,4708,"1,00,00,000",691,4567455
3998,2019-05-20,BHARATIYA JANATA PARTY,*******8244,OC,4702,"1,00,00,000",691,4567455
3999,2019-05-20,BHARATIYA JANATA PARTY,*******8244,OC,7567,"1,00,00,000",691,3627829
4000,2019-05-20,BHARATIYA JANATA PARTY,*******8244,OC,7910,"1,00,00,000",691,4567455
4001,2019-05-20,BHARATIYA JANATA PARTY,*******8244,OC,7848,"1,00,00,000",691,4567455
4002,2019-05-20,BHARATIYA JANATA PARTY,*******8244,OC,7850,"1,00,00,000",691,4567455
4003,2019-05-20,BHARATIYA JANATA PARTY,*******8244,OC,7849,"1,00,00,000",691,4567455
4004,2019-05-20,BHARATIYA JANATA PARTY,*******8244,OC,4705,"1,00,00,000",691,4567455
4005,2019-05-20,BHARATIYA JANATA PARTY,*******8244,OC,4707,"1,00,00,000",691,4567455
4006,2019-05-20,BHARATIYA JANATA PARTY,*******8244,OC,4713,"1,00,00,000",691,4567455
4007,2019-05-20,BHARATIYA JANATA PARTY,*******8244,OC,4717,"1,00,00,000",691,4567455
4008,2019-05-20,BHARATIYA JANATA PARTY,*******8244,OC,4715,"1,00,00,000",691,4567455
4009,2019-05-20,BHARATIYA JANATA PARTY,*******8244,OC,4709,"1,00,00,000",691,4567455
4010,2019-05-20,BHARATIYA JANATA PARTY,*******8244,OC,4711,"1,00,00,000",691,4567455
4011,2019-05-20,BHARATIYA JANATA PARTY,*******8244,OC,4716,"1,00,00,000",691,4567455
4012,2019-05-20,BHARATIYA JANATA PARTY,*******8244,OC,4718,"1,00,00,000",691,4567455
4013,2019-05-20,BHARATIYA JANATA PARTY,*******8244,OC,4719,"1,00,00,000",691,4567455
4014,2019-05-20,BHARATIYA JANATA PARTY,*******8244,OC,4721,"1,00,00,000",691,4567455
4015,2019-05-20,BHARATIYA JANATA PARTY,*******8244,OC,7588,"1,00,00,000",691,3627829
4016,2019-05-20,BHARATIYA JANATA PARTY,*******8244,OC,7594,"1,00,00,000",691,3627829
4017,2019-05-20,BHARATIYA JANATA PARTY,*******8244,OC,7596,"1,00,00,000",691,3627829
4018,2019-05-20,BHARATIYA JANATA PARTY,*******8244,OC,7590,"1,00,00,000",691,3627829
4019,2019-05-20,BHARATIYA JANATA PARTY,*******8244,OC,7592,"1,00,00,000",691,3627829
4020,2019-05-20,BHARATIYA JANATA PARTY,*******8244,OC,7642,"1,00,00,000",691,3627829
4021,2019-05-20,BHARATIYA JANATA PARTY,*******8244,OC,7638,"1,00,00,000",691,3627829
4022,2019-05-20,BHARATIYA JANATA PARTY,*******8244,OC,7640,"1,00,00,000",691,3627829
4023,2019-05-20,BHARATIYA JANATA PARTY,*******8244,OC,6566,"1,00,00,000",691,3627829
4024,2019-05-20,BHARATIYA JANATA PARTY,*******8244,OC,6564,"1,00,00,000",691,3627829
4025,2019-05-20,BHARATIYA JANATA PARTY,*******8244,OC,6562,"1,00,00,000",691,3627829
4026,2019-05-20,BHARATIYA JANATA PARTY,*******8244,OC,6569,"1,00,00,000",691,3627829
4027,2019-05-20,BHARATIYA JANATA PARTY,*******8244,OC,6568,"1,00,00,000",691,3627829
4028,2019-05-20,BHARATIYA JANATA PARTY,*******8244,OC,6570,"1,00,00,000",691,3627829
4029,2019-05-20,BHARATIYA JANATA PARTY,*******8244,OC,6572,"1,00,00,000",691,3627829
4030,2019-05-20,BHARATIYA JANATA PARTY,*******8244,OC,6573,"1,00,00,000",691,3627829
4031,2019-05-20,BHARATIYA JANATA PARTY,*******8244,OC,6575,"1,00,00,000",691,3627829
4032,2019-05-20,BHARATIYA JANATA PARTY,*******8244,OC,6574,"1,00,00,000",691,3627829
4033,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,12534,"10,00,000",691,4567455
4034,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,12533,"10,00,000",691,4567455
4035,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,12532,"10,00,000",691,4567455
4036,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,12535,"10,00,000",691,4567455
4037,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,12531,"10,00,000",691,4567455
4038,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,12529,"10,00,000",691,4567455
4039,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,12528,"10,00,000",691,4567455
4040,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,12527,"10,00,000",691,4567455
4041,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,12530,"10,00,000",691,4567455
4042,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,12524,"10,00,000",691,4567455
4043,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,12525,"10,00,000",691,4567455
4044,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,12523,"10,00,000",691,4567455
4045,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,12521,"10,00,000",691,4567455
4046,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,12522,"10,00,000",691,4567455
4047,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,12516,"10,00,000",691,4567455
4048,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,12520,"10,00,000",691,4567455
4049,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,12517,"10,00,000",691,4567455
4050,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,12518,"10,00,000",691,4567455
4051,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,12519,"10,00,000",691,4567455
4052,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,12506,"10,00,000",691,4567455
4053,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,12580,"10,00,000",691,4567455
4054,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,12579,"10,00,000",691,4567455
4055,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,12572,"10,00,000",691,4567455
4056,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,12578,"10,00,000",691,4567455
4057,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,11362,"10,00,000",691,4567455
4058,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,11363,"10,00,000",691,4567455
4059,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,11358,"10,00,000",691,4567455
4060,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,11360,"10,00,000",691,4567455
4061,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,11371,"10,00,000",691,4567455
4062,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,11365,"10,00,000",691,4567455
4063,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,11367,"10,00,000",691,4567455
4064,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,11359,"10,00,000",691,4567455
4065,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,11370,"10,00,000",691,4567455
4066,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,11369,"10,00,000",691,4567455
4067,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,11357,"10,00,000",691,4567455
4068,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,11368,"10,00,000",691,4567455
4069,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,11356,"10,00,000",691,4567455
4070,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,11366,"10,00,000",691,4567455
4071,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,11364,"10,00,000",691,4567455
4072,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,11373,"10,00,000",691,4567455
4073,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,11378,"10,00,000",691,4567455
4074,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,11377,"10,00,000",691,4567455
4075,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,11375,"10,00,000",691,4567455
4076,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,11379,"10,00,000",691,4567455
4077,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,11374,"10,00,000",691,4567455
4078,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,11380,"10,00,000",691,4567455
4079,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,11376,"10,00,000",691,4567455
4080,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,11361,"10,00,000",691,4567455
4081,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,11372,"10,00,000",691,4567455
4082,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,11381,"10,00,000",691,4567455
4083,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,11385,"10,00,000",691,4567455
4084,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,11384,"10,00,000",691,4567455
4085,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,11382,"10,00,000",691,4567455
4086,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,11383,"10,00,000",691,4567455
4087,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,11051,"10,00,000",691,4567455
4088,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,11045,"10,00,000",691,4567455
4089,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,11047,"10,00,000",691,4567455
4090,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,11053,"10,00,000",691,4567455
4091,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,11049,"10,00,000",691,4567455
4092,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,11057,"10,00,000",691,4567455
4093,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,11059,"10,00,000",691,4567455
4094,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,11061,"10,00,000",691,4567455
4095,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,11063,"10,00,000",691,4567455
4096,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,11055,"10,00,000",691,4567455
4097,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,13108,"10,00,000",691,3627829
4098,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,13112,"10,00,000",691,3627829
4099,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,13110,"10,00,000",691,3627829
4100,2019-05-20,BHARATIYA JANATA PARTY,*******8244,TL,13106,"10,00,000",691,3627829
